"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","Accession","Protein","B73_S34","Mo17_S34","H_S34","acs_S34","S1_HMP","S2_HMP","S34_HMP","S1_acs_B73","S2_acs_B73","S34_acs_B73","S1_B73_Mo17","S2_B73_Mo17","S34_B73_Mo17","cor_HMP_acs","cor_HMP_B73Mo17"
5847314.933,10288544.19,13787433.36,10236706.99,9682453.699,22668778.05,20967028.71,27287628.48,5462102.503,20068042.81,19623079.68,27760289.17,3591341.789,10933013.23,12105171.35,15945249.02,"Zm00001d044222_T004","tetratricopeptide repeat (TPR)-containing protein",24024140.35,48254657.19,47383368.85,28050420.37,-0.507508042705163,0.28430089154368,0.390808269438035,-0.703251334903902,0.0876522166584184,0.223537583238018,-0.727598401246033,-1.13966776737598,-1.00618337926097,0.999335871579687,-0.908014348700099
31624263.2,69089274.36,96376980.94,74842402.84,29748579.68,70440531.43,72469691.99,88463240.1,22692217.47,87484745.23,98298945.89,132568000.6,19494221.92,81443907.06,88197479.76,115611150.9,"Zm00001d054067_T001","Probable inactive linolenate hydroperoxide lyase",171219383.78,160932932.09,230866946.49,203808630.66,-0.435402817570669,0.326530042720483,0.475216662066662,-0.697985294401568,0.237345013220316,0.251369107660432,0.0882110776241656,-0.0279440340444529,0.0893864603722658,0.983461518075275,-0.309673391378657
2930616.532,6785556.225,10575058.97,7421709.82,4584149.707,13281468.53,12469717.8,15273564.46,2347741.715,10622784.21,11962203.26,17012179.19,1727842.195,7855234.889,9742123.602,12932856.55,"Zm00001d031256_T019","LETM1-like protein",17996768.79,27743282.26,28974382.45,22674980.152,-0.678454526892983,0.0823352122901585,0.341319936527065,-0.762232744091864,0.21118733499742,0.333363385209983,-0.645449954425764,-0.968875688009347,-0.624400577811591,0.983620766662852,-0.138723064166361
9360768.311,19843333.51,30549099.81,20469746.76,15369713.23,42220813.01,38971252.92,52436746.34,8506858.049,39007647.21,39255086.76,55854442,4768219.498,19484271.35,23497425.4,32976971.02,"Zm00001d009271_T001","Asparaginyl-tRNA synthetase%2C cytoplasmic 3  ",51018846.57,91407999.26,95109528.76,56474396.42,-0.539592045862436,0.329996896340533,0.41744068962042,-0.973176298180382,-0.0263444261959626,0.146566663669847,-0.715391394323614,-1.08929995320483,-0.841290140380004,0.996102504365731,-0.704950169998055
236849184.3,661799542.6,1220365905,896938334,371415216.1,1478744113,1586385514,2165756805,161897407.9,1238363726,1745355237,2782088850,125062093.2,813764850.8,1173837703,1735962677,"Zm00001d018197_T001","Soluble inorganic pyrophosphatase 6 chloroplastic",2117304239,3752142319,4527444087,2909800380,-0.909618683571024,0.210457858896563,0.625472349187539,-0.921324133975446,0.298217672440627,0.458691596321002,-0.64906421732619,-1.15990622544001,-0.825485962894202,0.974269477128229,-0.504238594389984
17724894.83,27955681.39,34337074.84,22864838.28,23657661.29,50257992.01,38433830.55,46851225.53,16330308.92,51534595.29,44319482.74,60088628.05,8981141.294,26856279.72,28743992,32115083.84,"Zm00001d007865_T001","CSC1-like protein ERD4",57201913.12,85285056.08,104408110.79,60859075.84,-0.341470677836995,0.398120398840118,0.551403802760238,-0.980806372627071,-0.0578820410212865,0.0894090275436034,-0.416530393850315,-0.8462115218908,-0.576229571257321,0.999415412919945,-0.667443024109128
13926782.17,25627308.25,35363373.53,24053743.37,29941216.8,73893742.75,62627918,93962519.67,15154863.31,64868740.62,60568703.41,90622264.54,8327782.198,31072342.18,33317616.09,45256241.7,"Zm00001d049099_T009"," protein disulfide isomerase1",59417116.9,156590437.67,151190967.95,78573857.79,-0.533388059886864,0.382521708955246,0.485290186905609,-0.741857714401923,0.277949039523177,0.403170792150663,-1.10427089629475,-1.52777024961625,-1.39804560788877,0.999875245631877,-0.922721045218344
5574404.592,7693577.413,8985180.545,6079970.277,8777252.151,15282340.26,11417649.9,14462914.62,5105380.547,13169663.95,10155551.11,12942701.22,4130390.331,10498276.94,10166891.16,10874515.37,"Zm00001d036255_T001","protein_coding",15065150.822,25880564.52,23098252.33,21041406.53,-0.49112688356543,0.197096048011905,0.174071205261656,-0.432539591539824,0.448426067172235,0.482016029699571,-0.654951635867595,-0.990138993623727,-0.78065397018759,0.996770773622958,-0.825993513227676
10364672.11,17936010.16,23128019.83,15047247.7,16233829.49,34984732.85,29402138.25,32744392.1,8316075.836,28416378.08,25404604.83,29958868.24,5682853.221,17408612.72,19445304.58,23078528.65,"Zm00001d003632_T003"," regulator of chromosome condensation2",38175267.53,62146530.35,55363473.07,42523833.23,-0.677370155631888,0.1028893647178,0.142371246085823,-0.866987118530774,-0.0430577602575661,0.155633384350659,-0.647328888527822,-0.963866474521413,-0.70303558026974,0.981899340630606,-0.60531241086326
5798298.868,10777398.7,17070206,13817189.9,9823366.732,24382008.25,22615258.39,30241115.49,4926074.571,18864313.72,21664658.62,33152768.04,3803620.062,12513429.31,16281375.36,23767032.4,"Zm00001d031013_T003","Methylcrotonoyl-CoA carboxylase subunit alpha  ",30887395.9,52856373.88,54817426.66,40048407.76,-0.665037910832975,0.101748880061456,0.388652740730389,-0.608256552994398,0.215468212549866,0.374726642032934,-0.760587861975763,-1.17780795770401,-0.775059211541914,0.989104989161218,-0.207364364565012
4603383.584,10248133.03,15219001.98,10869153.45,9550120.579,26931992.56,24964085.83,29537169.98,3753849.918,18461015.43,18833831.43,28056674.48,3079526.037,11717054.05,14175211.51,18216904.71,"Zm00001d018891_T001"," chloroplast RNA processing4",26088155.43,54501255.81,46890505.91,32392116.22,-0.914716407334578,-0.0100497343280425,0.218705551231091,-0.579986336326531,0.193248778625989,0.31224778277331,-1.05282428625833,-1.3939598629998,-1.06289453101855,0.994780663455022,-0.285236927107254
7363519.901,15374455.68,23101637.36,17200835.88,13149888.83,35481317.28,33829816.78,43466372.3,6906039.814,30692127.23,30103894.33,44457983.66,4529351.419,17776051.51,20861724.86,30132162.13,"Zm00001d020669_T001","Formate tetrahyrofolate ligase  ",40302473.24,77296189.08,74561877.99,50993886.99,-0.570636689023203,0.271457087714788,0.34263845305183,-0.701091088348725,0.209399568449579,0.339455935779471,-0.836583131293684,-1.20652423823357,-0.939528911702064,0.997962361925474,-0.668158567983539
17005170.69,30339229.19,47992903.75,27669334,36676611.37,108242420.7,92685015.63,121202586.7,17626180.33,67887064.65,77903300.31,114197105.3,10655338.49,35972011.96,41591064.01,55606752.34,"Zm00001d050428_T003"," glyceraldehyde-3-phosphate deHaseN1",75662237.75,213887602.33,192100405.61,97197816.35,-0.606712694867701,-0.0295276260274884,0.408048865162758,-0.674397063026661,0.245690421091819,0.361350457077265,-1.10888686421138,-1.83500967126922,-1.4992075107132,0.919324468458532,-0.578671151730922
35352988.59,39478408.99,37185575.76,15313262.1,32196941.53,31741461.5,17802086.07,26025332.03,47299302.08,96314679.05,50628876.41,44531539.79,31652188.48,45649576.43,28186027.8,23991949.74,"Zm00001d017274_T001","Phenylalanine ammonia-lyase  ",52498837.86,43827418.1,95160416.2,52177977.54,0.485864619090721,1.43547587969924,0.982432489906767,-0.159526926228917,0.209537624641734,-0.00884446169852151,0.134908529890967,0.31469529227734,0.260451795609033,0.997375312458689,0.961500232926776
4389533.395,9778445.444,14532033.81,11721618.33,8456184.95,21450940.16,21828823.03,25714392.71,3936690.211,16860898.35,20225660.87,25147486.46,2601995.081,10626142.44,13641241.74,17019260.17,"Zm00001d028915_T009","Chloroplast protein HCF243",26253652.14,47543215.74,45373147.33,30660501.91,-0.706232476968971,0.110777218673404,0.298279150318605,-0.754449355533827,0.119940924915208,0.223863184252687,-0.945939340847344,-1.13336384810182,-0.856721358209699,0.994560420359927,0.0564941152559585
46866235.64,123884962.9,213055874.4,155947085.4,83435093.02,287587564.9,315772423.7,376510416.2,38213208.62,253152668.4,310682885.1,453695814.6,24712971.32,147011206.1,199589427.6,286447100,"Zm00001d026501_T001","Glutamine synthetase leaf isozyme chloroplastic",369002959.8,692282839.9,764378699.7,486036527.6,-0.769708489298574,0.299211579809388,0.526546261473615,-0.923280439277367,0.246925045916353,0.397432353945117,-0.832105392416873,-1.21500021148425,-0.907729199209039,0.996514307370345,-0.475298433655536
29008732.93,65122962,108492715.2,66340996.35,50047571.81,202808544.8,186823245.3,292205289.2,22756140.56,128386755.1,169800147.6,306398871.4,19544906.83,74646650.84,100415131.2,147046861.3,"Zm00001d036340_T001"," photosystem II1",174833711.55,479028534.5,476199019,247461992.5,-0.796624624692304,-0.0613678657718428,0.542577923967144,-0.569694574198557,0.19691121316361,0.501223566710359,-0.786812793045658,-1.6388802131694,-1.45412820310303,0.973078997532689,-0.725921586272418
6213414.585,11290581.75,15798185.28,11499915.3,6605883.403,14334586.51,12695476.94,17741885.26,5554175.836,21271820.82,20040292.21,28349673.02,4351197.016,14696540.05,16049731.69,21058273.9,"Zm00001d020057_T003"," phosphoenolpyruvate carboxylase3",27298100.58,30437362.2,48389965.23,37108005.59,-0.206672502747649,0.73138205235908,0.745250166711445,-0.513973978603597,0.380356723639155,0.442929892953095,-0.0883651854545899,-0.344380466506607,-0.157042764695855,0.998090949850308,-0.708603705555377
114867494.1,314290703.3,538809125.6,463832597.3,285523443.5,1033833253,1202383023,1555818755,90903965.33,715674871,944649097.6,1558407358,48574893.28,362855710.5,579361677.5,835166641.7,"Zm00001d035034_T001"," adenylate kinase1",1002641722.9,2758201778,2503056455.6,1414528319.2,-1.13899418792456,0.0864230748264516,0.412634557800293,-1.24168786185149,0.207296376926749,0.496514884820301,-1.31363861279892,-1.71783200903647,-1.45992182667547,0.998655439626038,-0.582366118116807
5765320.016,12824298.64,19915162.07,14050191.1,10901735.49,34819448.62,32568058.79,41787121.09,4923942.017,23497837.56,27748925.79,39605044.85,3960657.388,15513539.34,19649801.54,25601396.77,"Zm00001d048856_T003"," seryl-tRNA synthetase",33965353.17,74355179.88,67353970.64,45251198.31,-0.759113574117056,-0.0197588923041465,0.314528159216389,-0.541660781863218,0.274647940819453,0.413892141790807,-0.919085226581519,-1.44101343041414,-1.13036939436717,0.975449068174603,-0.553260757781756
66635825.14,183568665.3,297146917.4,202334617.2,103326633,390937355.1,419971438.3,558904554.8,47530767.69,327323583.5,424490869.1,638989481.6,27530601.67,187772624.5,245241895.7,330381087.2,"Zm00001d018901_T002","protein containing PDZ domain a K-box domain and a TPR region",499481534.6,978875993.1,1063480350.7,575622982.9,-0.838282505850584,0.188395540249318,0.524798162995147,-1.27526187618619,0.0326669313935021,0.204692851899365,-0.632842243521749,-1.09061762911991,-0.970694762722,0.984483022267207,-0.844690918824466
4566530.624,8648325.185,11862611.82,8717966.471,7893965.39,18715471.55,17355078.91,21842744.4,5287676.746,17344553.34,17222962.96,24174682.84,3219689.013,10035052.43,11565180.89,14726397.93,"Zm00001d021893_T002","ARM repeat superfamily protein",20580578.291,39197823.31,41397645.8,26291578.82,-0.236655611047182,0.342214270083617,0.469924405234322,-0.504177161907275,0.214555478480427,0.353317258078919,-0.789651685647887,-1.11373872258433,-0.92949002152346,0.999892172858182,-0.710669389614479
11415396.05,19078039.89,27372905.72,22456889.72,22894356.11,49357632.57,41498650.11,70153330.33,11605559.61,37750889.67,41051302.64,67822505.97,7649042.844,28675810.94,38330979.82,53913116.04,"Zm00001d018080_T001","Probable beta-D-xylosidase 7",49829795.44,111651980.44,108873808.61,92244095.86,-0.563802614617269,0.141762110958405,0.431285573796277,-0.577629779945622,0.587921331598142,0.888447922027185,-1.00401107682172,-1.37136024350252,-1.16392828472706,0.996960746235377,-0.597179843408749
223337329.1,539608180.9,697150445.6,519688517.2,278679780.4,857875079.4,791226594.1,963404022.7,177405075.9,859257396.4,895311974.4,1109537666,110508952.8,657493717.3,802891181.3,1028577895,"Zm00001d042050_T001","Protein RETICULATA-RELATED 4 chloroplastic",1216838962.8,1754630616.8,2004849640.4,1831469076.3,-0.500689245730226,0.298331268431002,0.432317430132927,-1.01506115337688,0.285064887871997,0.589863088307538,-0.319383924973636,-0.668855362211322,-0.528029094125513,0.994714344977007,-0.849781358454677
15479953.32,35676758.46,58610208.6,40937303.59,22342772.91,70444872.49,68240719.36,81986421.68,12943593.14,66431224.31,70993051.38,100849122.3,8198138.382,37312588.64,49575027.14,69060788.02,"Zm00001d048373_T002","Carotenoid 910(9'10')-cleavage dioxygenase 1",99547512.19,150227141.04,171842173.68,118635815.16,-0.547015190359353,0.324214655088231,0.460457065836046,-0.917032873493426,0.064677913681809,0.253082446347373,-0.529407125462742,-0.981510160138106,-0.593688316480256,0.999105459934397,-0.484797600044332
15120379.91,36117137.4,65637140.39,51589185.5,23687126.97,88256874.86,101004158.5,156796497.3,12151179.17,74544952.15,98995307.23,165109831.3,6370476.244,33347943.56,51664415.81,79754179.92,"Zm00001d030074_T001"," fibrillin1",117226325.89,257800655.8,264105138.53,131418595.73,-0.675239430620643,0.261497499824552,0.494117975926113,-1.24702125411737,-0.115085752437727,0.164872834665194,-0.647608834864197,-1.28902511186338,-1.13695933689585,0.999877640256073,-0.900176928139065
4381825.707,9273504.09,13529956.44,9591954.063,7531058.597,22874903.79,21216423.53,26870712.35,3745441.875,17675071.14,18895896.26,26264121.58,2776789.851,10982522.1,13503578.83,16920029.01,"Zm00001d018274_T006","Isoleucine--tRNA ligase chloroplastic/mitochondrial",23121910.503,48087135.88,45160017.84,30423607.84,-0.669314917257295,0.136968730525212,0.34298552350904,-0.658114103012178,0.244022918238853,0.395930638994161,-0.781320570044588,-1.30257919123748,-1.05639039146796,0.997208781820431,-0.766402617446603
7696750.203,15735571.72,24032839.68,18852168.33,13701719.66,36004067.56,34864719.5,49159598.51,7473263.292,32859525.23,34967289.66,55544519.24,4655214.581,17233693.39,22173260.35,32179076.77,"Zm00001d052078_T003","26S protease regulatory subunit 7 homolog A",42885008.01,84024318.01,90511808.9,54352337.12,-0.517697381569608,0.345041639864313,0.512379844687534,-0.725401755590369,0.13120232480551,0.341868681508953,-0.832035641992003,-1.19413030727426,-0.970333537678091,0.998854398130045,-0.674630083621854
2260620.801,4087647.454,5562431.817,3662128.453,3566035.329,8996698.031,7214010.59,7793718.097,1744833.799,7013535.907,6644131.833,8572097.314,1936456.91,5539813.035,5751966.724,6878147.37,"Zm00001d018362_T003","Protein TSS",9224560.27,15007728.687,15216229.147,12630114.094,-0.739578548438828,0.100372115612003,0.328680190859582,-0.223299614240765,0.438566513108218,0.453315626353449,-0.657601982786671,-1.13812482651918,-0.702153606444308,0.968723968265986,-0.339994820665765
2190919.05,3821431.147,4994672.321,3696346.862,3454746.763,7708344.843,7134177.294,9693616.352,2103709.178,7052263.933,7072967.782,10271044.79,1431731.833,4316106.644,4830305.488,6101262.198,"Zm00001d009125_T001","Carbohydrate-binding-like fold",8691019.183,16827793.646,17344012.572,10931567.686,-0.424208456417969,0.29079389066423,0.442876493093186,-0.613774883198352,0.175617475229881,0.330903036614161,-0.657043782579064,-1.01230807725509,-0.953248757214799,0.999955140682677,-0.938818928678969
4664270.361,8740108.009,12746916.69,10665613.42,7943433.161,22123897.84,21963103.47,28147406.79,5592146.154,21377836.55,22466405.07,34156630.95,2588063.405,8547152.957,10862713.49,15389900.51,"Zm00001d039685_T001","Probable galactinol--sucrose galactosyltransferase 5",23412530.11,50110510.26,56623036.02,26252614,-0.172831542438741,0.4701905369311,0.623192678821052,-0.849778453350291,-0.0322071678507844,0.165180230705334,-0.768111260899813,-1.33988257178142,-1.09783237849773,0.999858141593636,-0.819652932320067
18497184.24,39005572.33,54923023.03,31703598.77,44293685.74,147179203.8,103384297.6,127874491.7,11206941.78,67505547.57,71729228.37,95589559.05,15902680.04,63527003.09,66246160.37,79908039.13,"Zm00001d038547_T001","Glutamate-1-semialdehyde 21-aminomutase 2 chloroplastic",86626621.8,231258789.3,167318787.42,146154199.5,-1.48616216102897,-0.463657140044405,0.0740926401897948,-0.218035751278383,0.703689719181338,0.754608920844745,-1.25979537974027,-1.91582168815722,-1.41662583586948,0.910420710409622,-0.305643824993672
15539794.33,28759934.93,42508066.72,35307487.44,25959229.01,60294631.23,54009879.51,75320450.08,15321304.66,56792682.83,58086011.85,84793205.06,7882189.422,27604262.94,31874594.22,50568076.02,"Zm00001d018454_T001","Glutathione reductase cytosolic",77815554.16,129330329.59,142879216.91,82442670.24,-0.437538230939605,0.351015479272212,0.464148926063115,-0.97929908438272,-0.0591693313326093,0.0833326760633853,-0.740280126153896,-1.06796913537192,-0.732930182761074,0.999832174533842,-0.343199178215991
106700624.4,263128894.2,485317979.4,367237185.3,43084359.31,218234320.2,278174407.3,494178954.8,83988154.97,475252433.4,629639577.9,1083964124,46407125.22,298484508.8,426961045.6,675160422.8,"Zm00001d018810_T001"," glycolate oxidase1",852555164.7,772353362.1,1713603701.9,1102121468.4,0.165364783426528,0.981568118017971,1.0766749970397,-1.20115038384843,0.181886378632598,0.370418144743507,1.30833248325503,0.269891677473307,0.142532135932175,0.998828155168651,-0.998243254225537
5704300.137,11400078.13,16389574.12,11871103.62,10942420.3,28495689.83,25611996.93,33969071.32,5633213.55,24154843.79,23669632.56,34960134.48,3900313.884,13515842.55,15049429.49,20059614.85,"Zm00001d030011_T001","Eukaryotic translation initiation factor 3 subunit B",28260677.74,59581068.25,58629767.04,35109044.34,-0.56320791159803,0.27607680565297,0.416726593915243,-0.548459660667274,0.245607737456817,0.313046662517953,-0.939810078411191,-1.32170000630556,-1.07605792599531,0.996319095110858,-0.674117529489921
26731274.93,55039883.39,86458852.83,65913716.93,36270409.82,100451988.9,93770896.64,140418457.5,23905708.96,111083548,125738112.6,195773451.9,15377567.73,66069087.19,85894487.06,125719397.8,"Zm00001d031825_T002","ATP synthase subunit d mitochondrial",152372569.76,234189354.14,321511564.5,211613884.86,-0.398035217112899,0.5148059913075,0.734171090994262,-0.79770131732273,0.263497999105374,0.473831080717655,-0.440264398855067,-0.867956810410037,-0.620072283790174,0.999563309486244,-0.677742767100811
8567814.024,16730910.76,24140806.2,17790889.54,15294598.73,42505589.3,35967934.88,44835794.78,8632495.629,36437388.84,36932317.85,52114826.04,4651209.986,16097513.21,21294171.01,29134541.38,"Zm00001d048711_T001","Hydroquinone glucosyltransferase  ",41931695.74,80803729.66,89047143.89,50428712.39,-0.466890319148771,0.298933174379814,0.537089526588792,-0.881321090768966,-0.0556781478422111,0.266204214325327,-0.836023186867804,-1.34513658011486,-0.946380710312953,0.997693757390027,-0.446801520512657
7328830.271,15685553.52,23750435.11,16167044.91,12605865.03,33746575.03,31772179.53,38847407.61,5163983.645,25006106.19,27770561.64,37414398.2,5049400.03,20440044.51,23584695.53,29843777.69,"Zm00001d024830_T001","Protease Do-like 2 chloroplastic",39917480.02,70619587.14,65184959.84,53428473.22,-0.948725217549653,0.016831396324337,0.238080794513986,-0.537470976276168,0.381961897219208,0.420588144489652,-0.782440262776337,-1.10530464853116,-0.823047740169472,0.980475229336201,-0.394306516402497
5962311.105,10913183.41,15811939.06,13356825.77,8615237.576,19170607.78,19822541.46,27154103.45,5518719.056,18939154.59,20554616.11,28202224.06,3711257.932,11591972.1,14920665.97,21012003.23,"Zm00001d013019_T012","Mitochondrial Rho GTPase  ",29168764.83,46976644.91,48756840.17,35932669.2,-0.401342792013993,0.332385544545736,0.356847561296131,-0.683963383429859,0.0870540259339072,0.300871811894351,-0.531018926037709,-0.812824074817884,-0.68751938351075,0.972098304517509,-0.892216037186023
3581104.381,6491375.467,9497116.622,7179388.024,8899370.714,20534409.82,18475249.19,25373300.78,3836235.215,15172790.52,15069634.07,21585017.56,3118489.434,9679618.259,11736515.66,15741613.52,"Zm00001d052050_T001","Nudix hydrolase 3",16676504.646,43848549.97,36654651.63,27478129.18,-0.70190976879263,0.167149905896993,0.276463817997331,-0.199557199714331,0.576425946809856,0.720466847933719,-1.31329875432435,-1.66144737289595,-1.39471219973436,0.998543440218502,-0.592977604953067
3037174.702,5381587.34,7256265.232,5497138.699,5247757.299,10644395.19,9497917.168,11792261.32,3174971.11,11138944.35,10285539.6,13565242.02,1978013.521,6231937.696,6792391.975,8501428.78,"Zm00001d011854_T002","Villin-2",12753403.931,21290178.488,23850781.62,15293820.755,-0.383746392066343,0.475199704242596,0.48665368557501,-0.618677608590609,0.211649040685843,0.262066511614062,-0.788971102516944,-0.983990304293517,-0.739305685636957,0.99863356601307,-0.296163927248063
29208491.59,39190227.62,42642721.48,20187791.94,40322343.55,68122770.84,42035449.11,41971440.11,26246170.19,73476434.37,47786936.19,52211350.25,26764126.44,60104957.85,42764698.88,32953411.76,"Zm00001d015921_T001","Plasma membrane-associated cation-binding protein 1",62830513.42,84006889.22,99998286.44,75718110.64,-0.405545996162313,0.453528687389108,0.445755777939862,-0.126087290203008,0.616990046513254,0.269173043444224,-0.465191636066236,-0.797643164439825,-0.419042275861121,0.852355119701844,-0.396717801310162
4509914.021,8799221.377,13625432.22,10500387.9,8814882.215,22010681.07,20219160.91,27825424.08,4495169.607,19723017.06,20362869.76,31495407.55,2926036.487,10353928.09,12465108.55,18565143.4,"Zm00001d028183_T002","T-complex protein 1 subunit gamma  ",24125820.12,48044584.99,51858277.31,31030251.95,-0.567666015201466,0.356486145460357,0.523166928841847,-0.624152169902149,0.234730429833042,0.36309742546609,-0.966841362729036,-1.3227560130847,-0.993795851457136,0.999400048963275,-0.393126793688142
10428747.09,19517363.65,29523047.95,23541301.13,17005370.62,42520424.32,41549372.08,55266673.11,11840470.47,44441359.15,44966811.5,62801354.4,5901153.785,18061946.83,23197404.18,30654400.32,"Zm00001d008727_T001"," phospholipase D2",53064349.08,96816045.19,107768165.9,53851804.5,-0.212244772778461,0.518755693031878,0.524119399268721,-0.821496882040546,-0.111804786989344,0.0212517666240314,-0.705424606062903,-1.12339780297315,-0.867503241494682,0.983635282972972,-0.813324629251961
6693907.493,14517581.04,22929357.38,16322074.55,7683275.85,22201814.55,23829660.67,31509664.55,5453929.229,26065647.74,30925694.57,43899711.96,2900925.754,14333825.09,18141867.42,24818005.2,"Zm00001d052263_T001","Starch synthase 2 chloroplastic/amyloplastic",39251431.93,55339325.22,74825406.53,42959872.62,-0.398413177904322,0.505607399987069,0.661828993160677,-1.20633524190291,-0.01837743237297,0.130244429737904,-0.198872937447763,-0.612876505108866,-0.495559766687368,0.999363357355612,-0.906869004774328
1383984.702,3073411.095,4474942.144,3127728.783,2777944.21,7166131.092,6593886.172,8147560.997,1301594.719,5668280.357,5997773.031,7892458.449,964174.3937,3384140.445,4251995.327,5403021.344,"Zm00001d032933_T020","Protein NETWORKED 1A",7602670.927,14741447.169,13890231.48,9655016.671,-0.676972020626696,0.146831808358637,0.314175538091404,-0.521461975477642,0.138948690267336,0.344772403229564,-1.00518962957922,-1.2213536827766,-0.955299908752952,0.996853984529976,-0.119992547653333
11084904.6,20656061.8,27337218.88,17380538.67,30944075.01,77952660.32,61419676.61,65725375.44,9030139.943,37645477.35,36801042.51,47837681.49,9426857.129,31318956.71,34242858.31,39019646.22,"Zm00001d023536_T002","Magnesium-chelatase subunit ChlI-1 chloroplastic",44717757.55,127145052.05,84638724,73262504.53,-1.21856417990295,-0.389238708334264,-0.0218676024732005,-0.233747585739766,0.600470932595968,0.712227177895146,-1.48106684310304,-1.91603303706134,-1.507555570858,0.965675489802367,-0.178031655651451
6208373.62,14982411.65,25410831.23,21817279.05,11403800.85,33618410.19,37712021.96,60264146.34,6750869.821,32815780.9,40819733.1,70865295.08,4178547.502,16833003.98,24692501.85,39179331.01,"Zm00001d040446_T001","Pyruvate kinase  ",47228110.28,97976168.3,111685028.18,63871832.86,-0.383427736705077,0.433409054556493,0.621351835483668,-0.571213844937035,0.168022793268863,0.435534039896108,-0.877227463483224,-1.16598163485272,-1.05278506045139,0.994818235730199,-0.820578349823582
111897776.4,288122985.8,467407863.4,296999855.2,140264300.3,542328211.3,553209073.8,830999892.5,85573314.42,477989166.9,657890802.8,1084127002,50410035.38,298473691.6,422584591.2,625872615.9,"Zm00001d021620_T001"," ATP synthase chloroplast subunit2",764407718.6,1384208966.3,1742017804.8,1048457207.1,-0.559118446232671,0.20308253326539,0.697351241835422,-1.1503984957761,0.0509190134279577,0.455853727772544,-0.325966496955233,-0.912481459633337,-0.856647503930521,0.988162194068632,-0.829195810417739
6091013.643,10607048.25,15895265.56,12252327.88,21602882.85,52081054.9,44521616.77,64633718.5,9217452.444,33830987.78,35551705.89,52681432.52,4025947.373,13003229.51,17752018.75,26784938.8,"Zm00001d036608_T003","Glycosyl hydrolases family 31  protein",28147593.44,109155335.27,88233138.41,44536957.55,-0.587128080094221,0.110153624224544,0.362030108032014,-0.597354022317006,0.293846742469987,0.661991426580088,-1.82646960826638,-2.29573543441414,-1.95529916247568,0.998122458926734,-0.476184578509144
28196078.24,44550117.57,53021608.29,36025103.45,62229652.53,121933572.6,93379996.13,124395757.4,32473548.94,87045027.14,83342681.18,115934336.7,15076408.47,46136476.4,52834911.16,63700572.57,"Zm00001d040650_T001","Pectinesterase  ",89046711.74,217775753.53,199277017.88,116535483.73,-0.477468290781897,0.0644529361596353,0.37737121779488,-0.903201725741837,0.0504785855922772,0.388135063507094,-1.14210767692257,-1.45259426111674,-1.29020909534701,0.995516829529456,-0.566010374774349
2811278.48,5007462.677,6583319.132,4917565.868,4846583.879,10195463.22,8869498.498,10926276.5,2677401.909,9223048.395,8756806.316,11428035.9,1810913.573,5149043.857,5901168.564,7708828.861,"Zm00001d046221_T017","ATP/GTP-binding protein family",11500885,19795774.998,20184842.216,13609997.425,-0.516108009237384,0.278966567100727,0.367263609456982,-0.63450867708115,0.0402247953619973,0.242921912195146,-0.785741848541897,-1.02577565605577,-0.783447667814033,0.98663787595458,-0.384956351918308
21527005.37,42748563.01,66289800.17,47402796.48,31405134.28,87242375.98,79685944.99,111780239.9,17907318.55,74636430.56,81450519.7,120387011.4,12370459.72,48714199.64,60887379.95,84491302.84,"Zm00001d039505_T001","Probable mitochondrial-processing peptidase subunit alpha-2 chloroplastic/mitochondrial",113692596.65,191466184.89,201837531.1,145378682.79,-0.563594648820894,0.199540833182037,0.403634356945894,-0.799248523810454,0.188466438229825,0.354677426134477,-0.544852798330553,-1.02915313650068,-0.751951305318469,0.997086312907692,-0.679663005043371
6811751.864,13867489.57,21165650.12,17015534.3,13345251.92,33037482.55,32035188.05,38874484.34,6020950.142,27570112.55,30744639.59,43026853.08,3750914.084,14943832.43,19348097.65,27048861.52,"Zm00001d013223_T001","Retrovirus-related Pol polyprotein LINE-1",38181184.42,70909672.39,73771492.67,46396959.17,-0.743218130949609,0.233364294445666,0.435605141432733,-0.860783664064575,0.10784354246178,0.281168397713835,-0.970228752552623,-1.25239711746735,-0.89312057347743,0.9995930394853,-0.0698437100500756
2945988.467,5433602.96,7500157.304,5770907.541,5351381.678,11733568.66,10747454.52,13336878.58,2799045.152,10184442.59,9842469.893,13062368.6,1771760.387,5696521.545,6682838.287,8923636.589,"Zm00001d015208_T004","Cleavage and polyadenylation specificity factor (CPSF) A subunit protein",13271064.845,24084333.1,22904838.493,15606474.876,-0.567719386578786,0.246714654100322,0.294335659147597,-0.733568275594781,0.0681720883642824,0.233860569850642,-0.861159647825464,-1.11066080786721,-0.859810841505373,0.989025239829426,-0.438341201432839
11833068.65,15738570.04,18371267.19,12500304.7,22377288.65,37731858.65,28040065.41,26798054.41,15314266.98,41520501.95,35110565.72,36682032.95,7164448.095,16795895.8,16204011.36,20754050.83,"Zm00001d048705_T001"," benzoxazinone synthesis5",30871571.89,54838119.82,71792598.67,36958062.19,-0.159556858242526,0.635082641499007,0.744376771879239,-0.723896776370439,0.0938042751941152,0.259610171751067,-0.919210988482133,-1.26147870045111,-0.828900165088798,0.997930830347958,-0.150985650888453
