"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","Accession","Protein","Gene","B73_sum","Mo17_sum","H_sum","acs_sum"
1502291.004,2352472.403,2887058.475,1768552.69,2141766.009,4685264.046,3620525.459,3526900.261,1329102.603,4385346.52,3872709.242,4423408.868,841371.0772,2876472.138,3369930.751,3954869.105,"Zm00001d030282_T002","Probable alpha-mannosidase ","Zm00001d030282",8510374.572,13974455.775,14010567.233,11042643.0712
6633763.374,16437619.55,26093328.88,19066845.61,11085768.48,34228265.05,30187857.3,41915751.04,6330461.712,33234580.68,33672530.94,48815184.07,3462928.612,19868204.42,24298691.08,34566195.86,"Zm00001d049959_T002","Cytochrome c1 1 heme protein mitochondrial","Zm00001d049959",68231557.414,117417641.87,122052757.402,82196019.972
833784.9316,1357233.036,1901847.177,1498387.695,1268309.447,2422205.793,2146490.682,3008961.826,766055.3706,2310680.372,2320762.4,3454299.417,625450.2659,1665799.033,1903258.092,2619811.368,"Zm00001d020339_T001","glycosyl hydrolase family 81 protein","Zm00001d020339",5591252.8396,8845967.748,8851797.5596,6814318.7589
4610269.76,10261390.83,15101168.51,12656076.82,10036159.63,31273110.26,29764591.68,36807160.69,4384895.581,22578752.41,24927967.68,36252094.69,2629105.133,12672799.12,14912933.35,20600355.34,"Zm00001d030688_T002","Shikimate kinase family protein  ","Zm00001d030688",42628905.92,107881022.26,88143710.361,50815192.943
14166837.98,36368936,61836016.72,40485625.28,22967904.02,92130218.79,85807342.23,114803489.8,11250135.65,79243666.24,93202094.03,135994405.8,5858504.219,40530194.78,51724457.11,74870561.94,"Zm00001d037079_T001","Glutathione peroxidase  ","Zm00001d037079",152857415.98,315708954.84,319690301.72,172983718.049
2689448.263,5868107.855,10478550.31,8711450.217,4878930.028,12539038.99,13910030.33,17828735.06,2477875.499,11525641.91,13295602,21075400.66,1567759.474,6101375.919,10085907.61,15822709.32,"Zm00001d012982_T001","NAD(P)-binding Rossmann-fold superfamily protein","Zm00001d012982",27747556.645,49156734.408,48374520.069,33577752.323
2974374.708,5167853.835,7391131.989,5313632.47,4856160.977,9585075.025,8518659.657,10687865.99,3299144.63,10891124.45,10161091.13,13251953.28,1602195.086,5210266.481,5869668.762,7845002.428,"Zm00001d015399_T002","Choline-phosphate cytidylyltransferase 2","Zm00001d015399",20846993.002,33647761.649,37603313.49,20527132.757
1701547.91,2904623.904,4201102.724,4367397.796,2806066.033,5577088.002,6315360.429,12634904.77,1504930.856,4865048.217,5325803.375,8960982.226,950056.8122,2551520.886,3016651.051,4827724.148,"Zm00001d005315_T001","Calcium-dependent lipid-binding (CaLB domain) family protein","Zm00001d005315",13174672.334,27333419.234,20656764.674,11345952.8972
1627383.54,2975953.658,4425147.979,3383381.683,3045446.217,7003475.963,6413147,9211168.955,1727329.141,6603669.317,6254034.562,9086216.232,1112583.021,3537366.518,3966991.28,5139194.359,"Zm00001d028606_T002","Oxysterol-binding protein-related protein 3B","Zm00001d028606",12411866.86,25673238.135,23671249.252,13756135.178
10616401.98,15524311.29,21978470.01,15388510.25,13933639.66,28142140.97,28832843.04,36846845.44,10535436.79,29048475.94,31764918.19,42261963.55,5931978.54,19815488.67,24848777.61,30297494.08,"Zm00001d021965_T001","Peroxidase 52","Zm00001d021965",63507693.53,107755469.11,113610794.47,80893738.9
2577838.915,4241592.024,6223022.683,5009352.772,1402547.875,3046275.629,3082097.771,4888108.823,1476237.624,4568187.969,5068578.899,9727183.036,1146258.768,2603749.312,3177709.461,5334627.064,"Zm00001d010855_T001","Stress protein%3B Stress-related protein  ","Zm00001d010855",18051806.394,12419030.098,20840187.528,12262344.605
1939989.094,3265559.674,4875851.09,4075207.449,4601407.641,11388515.49,11393629.36,15244585.6,1816697.622,6719464.604,8337497.908,11933524.87,1432273.097,3675769.578,4839662.848,6543551.703,"Zm00001d035443_T001","Putative acetylornithine/succinylornithine aminotransferase family protein  ","Zm00001d035443",14156607.307,42628138.091,28807185.004,16491257.226
8688467.654,18025525.01,25489774.4,17991160.11,13047464.59,35768904.89,30950662.61,40735962.8,7985038.932,36321705.45,31386196.79,44625910.2,4811493.178,18162278.92,21696305.24,27563474.94,"Zm00001d052855_T001","HSP protein%3B Putative heat shock protein 90 family protein  ","Zm00001d052855",70194927.174,120502994.89,120318851.372,72233552.278
2629393.21,4257791.476,6095104.399,5287681.321,2486846.708,5474687.785,5370330.202,7522579.581,2536961.21,7314007.118,7197879.468,9481908.722,1349108.011,3540497.295,4541053.412,6389922.4,"Zm00001d043174_T001","Cytochrome P450 98A3","Zm00001d043174",18269970.406,20854444.276,26530756.518,15820581.118
1206335.102,2029126.42,2955354.34,2123778.578,1792352.798,4004662.349,3238620.537,4191055.332,1112186.58,3531195.846,3466899.073,4638385.94,843813.8402,2155061.644,2416557.301,3043106.725,"Zm00001d029352_T002","SAP domain-containing protein","Zm00001d029352",8314594.44,13226691.016,12748667.439,8458539.5102
73673325.03,197221405.2,307625068,171141099.9,78492585.51,299947502.9,275445371.1,336270381.6,59884464.38,375112894.4,382471408.9,492333816.6,43300333.29,290804251.2,367630451.7,473745096.6,"Zm00001d018779_T001","Oxygen-evolving enhancer protein 2-1 chloroplastic","Zm00001d018779",749660898.13,990155841.11,1309802584.28,1175480132.79
4569870.735,6794903.473,8259412.557,5488607.904,4803268.236,9165894.914,7240927.042,8629001.056,3674153.135,10950680.93,9334448.945,12295806.36,3002659.19,8322857.206,8104967.767,8786989.359,"Zm00001d038931_T002","Syntaxin-72","Zm00001d038931",25112794.669,29839091.248,36255089.37,28217473.522
1239467.308,2153253.019,3185301.08,2213222.458,2155491.743,4143538.725,3453755.299,4668247.413,1480973.648,4570411.285,4225306.885,5955962.915,810230.3905,2287426.165,2640135.267,3683188.841,"Zm00001d050125_T013","Putative sucrose-phosphate synthase family protein isoform 1%3B Putative sucrose-phosphate synthase family protein isoform 2%3B Putative sucrose-phosphate synthase family protein isoform 3  ","Zm00001d050125",8791243.865,14421033.18,16232654.733,9420980.6635
21510153.88,40036937.14,54740000.19,40295210.56,39217872.28,87216342.86,84317781.41,104787549.4,21865632.71,78848411.87,76496255.24,102816103.4,13044152.08,47530074.31,49980189.65,61045013.68,"Zm00001d053630_T001"," ribosomal protein S8 homolog","Zm00001d053630",156582301.77,315539545.95,280026403.22,171599429.72
10034248.37,23517047.79,35264571.94,23332243.75,17598241.24,49417004.31,44531828.22,58970131.46,9435979.889,50750253.07,52573054.44,69502624.3,5726450.931,25521630.12,32237110.86,41279109.68,"Zm00001d005253_T003","V-type proton ATPase subunit G1","Zm00001d005253",92148111.85,170517205.23,182261911.699,104764301.591
937670.015,1745565.561,2673142.801,2338844.174,1346200.288,3043767.689,3021348.632,4420267.85,973607.2119,3047954.396,3314956.41,4772600.185,552213.1458,1645385.845,2285583.018,3105295.849,"Zm00001d017848_T002","Clustered mitochondria protein","Zm00001d017848",7695222.551,11831584.459,12109118.2029,7588477.8578
4196345.557,9532659.685,15912819.45,14032631.6,8021013.267,22055238.41,40559937.95,53625190.06,3294316.315,15074809.23,26620766.78,49876624.75,2242147.363,12354023,25347195.7,35378768.59,"Zm00001d034900_T001","PGR5-like protein 1B chloroplastic","Zm00001d034900",43674456.292,124261379.687,94866517.075,75322134.653
31385944.51,67992867.91,110951551.7,86694112.01,54463458.69,162692257.4,168143567.2,228787218.3,25735088.38,138434788.2,158297387.1,254181280.4,19569102.25,81902609.95,108107110.5,175265554.5,"Zm00001d032695_T001","Malate dehydrogenase%2C cytoplasmic  ","Zm00001d032695",297024476.13,614086501.59,576648544.08,384844377.2
3190259.479,7698352.27,13660403.59,10873452.02,5309047.53,17500367.8,20341915.46,24907305.16,2404975.09,14868887.65,19551124.95,29654841.58,1678135.407,9981047.743,16762482.29,23176791.84,"Zm00001d001860_T001","Haloacid dehalogenase-like hydrolase domain-containing protein ","Zm00001d001860",35422467.359,68058635.95,66479829.27,51598457.28
1100908.916,1767558.226,2393395.901,1662481.588,1856015.879,3786412.81,3287624.409,4040106.69,1059048.412,3429640.494,3192890.006,4293017.044,773034.7089,2102096.051,2234141.654,2761696.057,"Zm00001d028546_T001","SH3 domain-containing protein","Zm00001d028546",6924344.631,12970159.788,11974595.956,7870968.4709
3148511.98,7210068.506,12791908.55,12444391.78,4332129.875,10082087.51,16609215.91,20438149.05,3175809.643,10270097.44,17638571.85,23111566.37,1862667.135,6876763.401,13346590.19,17672100.61,"Zm00001d019454_T001","PGR5-like protein 1B chloroplastic","Zm00001d019454",35594880.816,51461582.345,54196045.303,39758121.336
2641499.997,5653958.366,8651043.761,6166338.976,6247960.881,18732636.94,16339184.71,21475107.35,2435010.214,11968766.68,13916936.68,21678824.39,1558776.165,6332347.865,7503565.542,10054782.01,"Zm00001d008499_T001","PAP fibrillin domain proteinexpressed protein","Zm00001d008499",23112841.1,62794889.881,49999537.964,25449471.582
2486542.588,4403072.838,6050867.535,4356477.739,4067805.385,9313788.546,8280693.24,10522926.33,2386925.966,8389577.64,8224614.677,10535541.63,1516752.489,4740460.67,5168098.602,6954765.432,"Zm00001d032763_T002","Pre-mRNA-processing factor 19 homolog 2","Zm00001d032763",17296960.7,32185213.501,29536659.913,18380077.193
5789276.054,11605100.59,17335403.88,13762796.01,8128504.392,20974945.32,21479532.56,32964778.72,5246918.731,19471839.19,22984377.3,39721208.02,3706496.651,13076498.14,17846045.14,27149964.63,"Zm00001d006667_T001","Succinyl-CoA ligase alpha-chain 2  ","Zm00001d006667",48492576.534,83547760.992,87424343.241,61779004.561
1859964.341,4302536.124,5828107.988,4033828.786,3071223.207,9271199.778,10572705.06,10878951.78,1932143.363,8468373.712,9117904.234,11183233.38,913082.5133,4252081.742,5317478.071,6350628.157,"Zm00001d038894_T001","Serine/threonine-protein kinase STN7 chloroplastic","Zm00001d038894",16024437.239,33794079.825,30701654.689,16833270.4833
8700071.947,23649384.82,38037198.62,28220065.45,15947351.34,55763105.28,56667050.2,72914288.05,7326411.232,46152807.07,57415156.38,87463416.57,4443125.431,28206199.47,36935568.14,55373071.53,"Zm00001d027363_T001"," dihydrodipicolinate reductase1","Zm00001d027363",98606720.837,201291794.87,198357791.252,124957964.571
805944.5186,1237433.058,1695573.11,1177592.696,1247972.976,2550015.402,2205381.957,2880212.669,860426.2536,2430788.7,2366981.672,3045466.789,608254.7947,1510939.685,1505646.758,1851181.661,"Zm00001d048925_T001","Hydroquinone glucosyltransferase  ","Zm00001d048925",4916543.3826,8883583.004,8703663.4146,5476022.8987
1427401.006,3158749.686,6553224.96,6613593.257,3014476.836,8978287.289,12864575.89,22874060.18,1689094.804,12404244.19,22212705.51,35787540.86,202621.1259,1963762.845,2813839.889,4287621.989,"Zm00001d019479_T004"," granule-bound starch synthase1b","Zm00001d019479",17752968.909,47731400.195,72093585.364,9267845.8489
3633115.81,7483223.841,11973374.58,8539334.185,4177136.617,11887335.85,11579132.85,16054031.2,2821545.13,10796825.33,12290486.87,19462209.9,1902277.192,7400888.148,10166593.49,16132668.05,"Zm00001d022531_T001","Triphosphate tunel metalloenzyme 3","Zm00001d022531",31629048.416,43697636.517,45371067.23,35602426.88
829806.1303,1684478.951,2565493.75,2230447.013,2129032.254,5731275.173,5866850.325,7261943.001,711805.4824,3488856.466,4164078.844,5555409.241,607104.9407,2230331.936,2593267.121,3567690.849,"Zm00001d021242_T001","protein_coding","Zm00001d021242",7310225.8443,20989100.753,13920150.0334,8998394.8467
471213.8339,795139.3603,1076787.749,806124.6447,799985.8952,1542700.399,1484051.447,1837168.897,449289.4855,1429080.672,1427529.691,1754084.432,340567.7486,780203.9282,1041453.19,1267071.664,"Zm00001d027665_T004","Protein SHOOT GRAVITROPISM 6","Zm00001d027665",3149265.5879,5663906.6382,5059984.2805,3429296.5308
17166784.24,42305211.42,71128877.95,53530946.61,18376549.64,63997391.03,72832956.64,108308404.7,12084511.74,73259299.11,94083518.88,142019823.3,7678616.222,46906407.22,59052496.67,93418907.77,"Zm00001d046940_T001","Peptidyl-prolyl cis-trans isomerase  ","Zm00001d046940",184131820.22,263515302.01,321447153.03,207056427.882
1465103.265,3268844.182,4718331.818,3846462.75,3362987.143,9591337.968,8533244.818,11566118.4,1413441.991,6959223.052,7062457.277,10794482.08,1068717.202,4016845.027,4872681.781,6737958.128,"Zm00001d033896_T001"," lemon white1","Zm00001d033896",13298742.015,33053688.329,26229604.4,16696202.138
978886.6113,1615630.541,2075116.303,1532305.429,1458863.138,2648680.523,2212031.655,2757200.238,932299.7873,2696546.377,2327101,3094303.585,642206.3527,1777691.42,1918199.939,2206275.291,"Zm00001d029144_T003","Probable nucleolar protein 5-1","Zm00001d029144",6201938.8843,9076775.554,9050250.7493,6544373.0027
4717412.206,10236476.2,16332668.29,11863647.98,9588629.887,26429439.33,24085565.5,31547189.09,4095514.033,22403505.85,23652185.9,36939247.58,3114901.902,12134492.67,15000024.93,21717247.37,"Zm00001d015956_T001","NAD(P)-binding Rossmann-fold superfamily protein","Zm00001d015956",43150204.676,91650823.807,87090453.363,51966666.872
3728389.037,7209255.492,10448622.91,8757642.867,8378013.856,18352826.33,18061629.45,22420899.88,4056310.844,13315370.85,15664662.05,22939266.85,2500047.565,8133227.597,10413425.84,15519015.95,"Zm00001d025644_T002","Agmatine deiminase","Zm00001d025644",30143910.306,67213369.516,55975610.594,36565716.952
4612630.572,7439217.398,10234076.95,8447572.835,7696775.176,15427392.62,15067558.63,19136629.07,4187502.277,14103236.01,14665491.37,18171076.86,2613864.886,7791816.602,9031569.817,11727270.64,"Zm00001d050616_T001","26S protease regulatory subunit 6B%3B 26S proteasome regulatory complex ATPase RPT3 isoform 1%3B 26S proteasome regulatory complex ATPase RPT3 isoform 2  ","Zm00001d050616",30733497.755,57328355.496,51127306.517,31164521.945
1400946.059,2723422.451,3933208.341,3179600.458,2960171.751,8346998.212,8380450.955,11735450.46,1308165.314,5883651.544,6945274.584,10667748.12,926092.1276,4033748.77,5405432.355,7283984.165,"Zm00001d049922_T002","Retinoid-inducible serine carboxypeptidase%2C mRNA  ","Zm00001d049922",11237177.309,31423071.378,24804839.562,17649257.4176
5330977.682,9905517.457,17624353.78,14660878.1,7656756.295,15882069.47,23370313.32,28967528.5,5709631.123,15965522.86,24653625.89,32499140.8,4178612.806,11824366.7,18134976.52,22989336.86,"Zm00001d044315_T012","SNF1-related protein kinase regulatory subunit gamma-1-like","Zm00001d044315",47521727.019,75876667.585,78827920.673,57127292.886
741229.43,1465903.091,2226200.221,1658928.216,1479636.666,4041150.402,3842727.696,4517705.741,693688.9736,2754270.361,2906295.714,3834789.881,578811.3509,1672116.529,2060532.07,2763288.4,"Zm00001d053861_T002","Putative translation elongation factor family protein  ","Zm00001d053861",6092260.958,13881220.505,10189044.9296,7074748.3499
1046550.606,1921401.058,2576322.533,1872702.351,1892290.841,4251810.141,3745854.781,4769831.708,1058163.419,3587470.47,3373993.858,4825349.472,675732.4885,2084436.527,2483801.84,3114955.164,"Zm00001d028262_T012","Nuclear pore complex protein NUP155","Zm00001d028262",7416976.548,14659787.471,12844977.219,8358926.0195
4790585.702,9851988.841,15992603.71,12121540.1,6530052.841,18239209.49,18593839.12,26370353.04,4004426.013,16640590.74,20624176.93,32260576.3,2815793.205,10081912.87,14262188.74,20373395.06,"Zm00001d014428_T001","Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12","Zm00001d014428",42756718.353,69733454.491,73529769.983,47533289.875
2088836.941,4106639.946,5514025.854,4187782.877,3870379.848,9451297.103,8190029.396,10648479.46,2204944.7,8623668.408,8187859.061,11828430.91,1205991.814,4526210.31,5049431.024,6572566.988,"Zm00001d019472_T002","Calcium-dependent lipid-binding (CaLB domain) family protein","Zm00001d019472",15897285.618,32160185.807,30844903.079,17354200.136
3873213.142,6140526.026,8196964.745,5184042.646,4970350.718,12291186.25,9935121.82,14230781.28,3082714.292,10576108.79,10721328.57,15621858.98,2159759.924,7333765.494,8014791.078,10323978.79,"Zm00001d032472_T001","Prolyl carboxypeptidase like protein  ","Zm00001d032472",23394746.559,41427440.068,40002010.632,27832295.286
3904778.985,7455870.759,10164315.19,7408556.652,6860208.309,16430779.93,14717145.9,19806789.15,3766393.107,14979727.3,13980761.15,19841885.9,2325210.619,8205124.725,9244225.668,12316397.42,"Zm00001d027728_T001","DEAD-box ATP-dependent RNA helicase 38","Zm00001d027728",28933521.586,57814923.289,52568767.457,32090958.432
418440.7689,703675.0205,997772.659,757450.3457,649794.3047,1427945.862,1291380.979,1604674.342,444307.9393,1294961.82,1257233.908,1681981.237,337573.2774,787704.4241,939382.7868,1279940.696,"Zm00001d036475_T002","ABC1 family protein","Zm00001d036475",2877338.7941,4973795.4877,4678484.9043,3344601.1843
803236090.3,1291205627,1573637609,1064396008,938304831.2,1906265983,1555001605,2288258745,635339669.9,1716329258,1771004990,2528699158,421407799.2,1301601569,1554512837,1994384539,"Zm00001d021422_T001","Histone H4  ","Zm00001d021422",4732475334.3,6687831164.2,6651373075.9,5271906744.2
2265010.83,5766998.349,10188478.65,6905288.984,3463030.131,12218299.8,12398061.87,17048666.43,1989887.105,10354000.31,13321977.37,20377032.45,1240172.294,6617859.554,9437289.929,12354580.72,"Zm00001d025249_T001","catalytics;hydrolases","Zm00001d025249",25125776.813,45128058.231,46042897.235,29649902.497
13391240.11,65420608.49,148385292.6,107876555.6,27492639.18,101605540.8,88939342.17,145722474.2,15406680.23,95388448.76,102526964.2,191706032.1,5283539.047,41087841.16,104188279.1,208062117,"Zm00001d004348_T001","Natterin-4","Zm00001d004348",335073696.8,363759996.35,405028125.29,358621776.307
1472745.987,2725348.123,4179074.241,3262345.569,2473683.024,5953770.234,5934964.667,8072348.863,1422257.592,5441958.601,5979507.512,8514422.831,852771.9119,3061239.854,3735487.393,5451533.456,"Zm00001d045216_T002","alpha/beta-Hydrolases superfamily protein","Zm00001d045216",11639513.92,22434766.788,21358146.536,13101032.6149
1322419.041,2451045.429,3522877.053,2754551.291,2183684.513,4492543.008,4197962.999,5460755.684,1336209.256,4344974.003,4462973.377,5713653.795,802685.198,2929157.657,3623197.138,4520174.325,"Zm00001d044175_T001","Neutral/alkaline non-lysosomal ceramidase","Zm00001d044175",10050892.814,16334946.204,15857810.431,11875214.318
3551235.81,4973838.534,6010664.827,4568491.315,6652686.776,11037951.62,8528755.408,10059762.53,3822377.086,9373276.524,8316622.491,10485183.56,3142680.782,6154279.576,5854218.931,7639657.549,"Zm00001d037211_T001"," annexin1","Zm00001d037211",19104230.486,36279156.334,31997459.661,22790836.838
5953365.706,13519678.07,20953502.64,14669472.59,7762784.03,27462958.83,26265277.85,36863017.03,4481018.611,24454155.62,31342133.15,48228762.17,2590738.657,14084636.05,18773877.69,23661068.33,"Zm00001d031484_T001","PsbP domain-containing protein 3 chloroplastic","Zm00001d031484",55096019.006,98354037.74,108506069.551,59110320.727
806286.1944,1387215.771,2002827.793,1400579.175,1427033.194,3416138.066,2991897.149,4260749.698,805794.1604,2851231.57,2860195.222,4062028.156,484625.4797,1453567.622,1876761.196,2317862.7,"Zm00001d021553_T038","Regulator of nonsense transcripts 1 homolog","Zm00001d021553",5596908.9334,12095818.107,10579249.1084,6132816.9977
1759968.653,3145206.075,4416286.714,3372400.678,2307835.741,5551600.298,5148777.65,6673242.551,1454658.49,5439193.346,5598350.612,7852223.76,1008760.669,3503659.357,4293774.433,5482206.278,"Zm00001d023892_T002"," shikimate dehydrogenase1","Zm00001d023892",12693862.12,19681456.24,20344426.208,14288400.737
676916.5679,1393770.713,2002059.667,1321213.48,1453191.672,3617696.844,3166771.421,3709976.771,714011.0258,2792692.283,2871273.88,3635374.763,474290.7739,1712521.463,2031135.797,2415994.433,"Zm00001d027723_T002","ABC-2 type transporter family protein","Zm00001d027723",5393960.4279,11947636.708,10013351.9518,6633942.4669
4600713.295,8294843.62,12797493.28,8915495.229,7415078.679,21384563.71,19707415.91,30273759.05,3802848.425,13782887.06,18268154.34,29008784.54,3158599.006,8484155.282,11626340.71,16976500.1,"Zm00001d030549_T001","Red chlorophyll catabolite reductase chloroplastic","Zm00001d030549",34608545.424,78780817.349,64862674.365,40245595.098
2140918.042,3786015.507,5297414.046,3905195.773,5166333.372,11742752.83,10774554.68,13766211.23,2498622.598,9605268.66,9075842.616,12224296.48,1307314.14,4298062.602,4738591.752,6189808.521,"Zm00001d022378_T003","Protein transport protein SEC31 homolog B","Zm00001d022378",15129543.368,41449852.112,33404030.354,16533777.015
1901829.611,4005320.321,5982971.896,4688253.994,3700107.415,9679944.873,8919047.445,11575608.75,1885421.334,8489230.948,8388780.068,12174368.78,1250457.755,4548499.767,5588807.495,7532139.773,"Zm00001d033647_T001","Tryptophan--tRNA ligase cytoplasmic","Zm00001d033647",16578375.822,33874708.483,30937801.13,18919904.79
1145711.242,2467626.765,3847279.495,2939211.401,1967173.385,4593491.918,4225388.995,5279977.894,1182695.147,4188705.612,4371426.12,6121103.411,928962.7995,3141966.538,4063703.058,5241670.99,"Zm00001d004438_T005"," pullulanase-type starch debranching enzyme1","Zm00001d004438",10399828.903,16066032.192,15863930.29,13376303.3855
831113.0117,1650225.473,2671845.561,2096338.029,1378962.686,3470632.354,3432969.35,4042998.712,707634.0439,3048415.935,3467185.533,4821190.903,529463.248,1839855.797,2548907.71,3526188.623,"Zm00001d002256_T002","Starch synthase 3 chloroplastic/amyloplastic","Zm00001d002256",7249522.0747,12325563.102,12044426.4149,8444415.378
2067099.609,4109887.004,6185615.086,5125431.847,4412243.96,10506871.6,9858313.235,13574183.2,2117082.831,8389261.094,8660769.958,12610331.83,1203442.133,4596099.072,5575839.023,8148711.06,"Zm00001d053776_T004","Succinate-semialdehyde dehydrogenase mitochondrial","Zm00001d053776",17488033.546,38351611.995,31777445.713,19524091.288
1980301.141,3133175.66,3289566.308,2226589.506,3015761.055,5337061.563,4421746.801,5379678.597,2127650.163,5764276.773,4722126.184,5830991.867,1309646.979,2986212.831,2713024.199,3100581.163,"Zm00001d024723_T001","Long chain acyl-CoA synthetase 1","Zm00001d024723",10629632.615,18154248.016,18445044.987,10109465.172
2267275.812,4713731.925,7320599.627,5540308.268,4452892.513,11768711.75,11608584.89,13904632.17,2006711.993,8607570.876,10274403.22,13910489.63,1559325.901,5721524.653,7353067.687,10089826.29,"Zm00001d034523_T001","Pheophorbide a oxygenase  ","Zm00001d034523",19841915.632,41734821.323,34799175.719,24723744.531
1998499.535,4128987.961,6752187.399,5133602.193,4071761.561,10194562.69,10106983.03,13461835.22,1973392.676,7791120.166,8492459.316,12347366.71,1442677.762,4797696.836,6326575.435,9150374.608,"Zm00001d003277_T001","Stachyose synthase  ","Zm00001d003277",18013277.088,37835142.501,30604338.868,21717324.641
976021.4671,1867148.913,2783421.077,2119065.727,1718350.334,4200773.002,3999716.431,5262172.316,1069797.178,3839410.041,4023284.056,5539025.021,665551.0041,1882496.729,2561663.674,3349527.328,"Zm00001d024523_T001","Ramosa 1 enhancer locus 2%3B Ramosa1 enhancer locus2  ","Zm00001d024523",7745657.1841,15181012.083,14471516.296,8459238.7351
1263145.982,2290077.349,3141648.178,2682722.111,1466437.141,3085298.449,3017892.852,3997348.76,1159010.466,3665293.441,3983292.414,5282533.765,869678.4253,2353687.171,2768763.679,3632361.284,"Zm00001d031447_T021","ABC transporter C family member 10","Zm00001d031447",9377593.62,11566977.202,14090130.086,9624490.5593
413063.3749,772016.4455,1123472.319,921259.283,825701.0695,1884310.038,1648771.28,2420875.577,474868.189,1747587.666,1775454.602,2606913.792,320599.4604,910205.0116,1075956.748,1465591.653,"Zm00001d020810_T002","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","Zm00001d020810",3229811.4224,6779657.9645,6604824.249,3772352.873
2905301.256,5317790.083,7255571.176,5032887.547,4498593.133,11442148.86,9547210.911,13034673.93,2546178.727,9679580.685,10066897.85,14138995.61,1662799.326,5545055.632,6490907.045,8366864.598,"Zm00001d030968_T006","Flowering locus K homology domain","Zm00001d030968",20511550.062,38522626.834,36431652.872,22065626.601
4369870.761,8134973.307,12382681.89,9918652.747,6448966.76,16247851.21,16762784.15,23125163.38,3898588.557,14446948.04,16576157.71,23928192.32,2486485.598,8555586.893,11088241.52,15675007.38,"Zm00001d029036_T002","Hydroxyacylglutathione hydrolase cytoplasmic","Zm00001d029036",34806178.705,62584765.5,58849886.627,37805321.391
2165266.953,3300889.118,4818269.838,3790284.821,1988746.401,4115553.729,3912604.149,5165627.103,1827094.881,5700742.305,5741769.554,8075415.673,1400775.158,3385080.98,4193383.629,5906825.041,"Zm00001d032049_T002"," 12-oxo-phytodienoic acid reductase7","Zm00001d032049",14074710.73,15182531.382,21345022.413,14886064.808
8404899.252,16246233.03,22021669.45,14710603.27,13025922.44,31515266.49,28190609.78,35868618.24,7835012.82,30422216.78,28942411.79,41182270.4,4487422.848,16519070.28,18295168.91,24507948.11,"Zm00001d011162_T002","Ras-related protein RABD2c","Zm00001d011162",61383405.002,108600416.95,108381911.79,63809610.148
9528063.847,21092741.39,30145362.51,21108084.41,14002686.12,51200101.03,49718560.22,68592972.74,5593602.98,28674902.8,35981324.16,58011743.14,7092373.546,26378424.11,36003658.58,45060167.07,"Zm00001d028240_T001","50S ribosomal protein L15 chloroplastic","Zm00001d028240",81874252.157,183514320.11,128261573.08,114534623.306
2625886.56,5005413.221,6603508.876,5134497.41,3687053.746,8678285.468,8297471.426,10410414.58,2155355.503,7796045.676,8710378.289,12099232.47,1673210.596,5543906.183,6771343.772,9362615.504,"Zm00001d002103_T007","3-oxoacyl-[acyl-carrier-protein] synthase III chloroplastic","Zm00001d002103",19369306.067,31073225.22,30761011.938,23351076.055
4657149.692,10285410.29,14485091.62,9830262.374,6192219.699,13605004.54,13609908.51,18229075.81,3757369.279,12890757.39,15628193.86,20207125.75,2805756.528,10654904.74,13071611.26,17455112.76,"Zm00001d022602_T001","universal stress family protein","Zm00001d022602",39257913.976,51636208.559,52483446.279,43987385.288
1260643.293,1896210.076,2293507.022,1849922.221,2757257.068,5590805.474,4325927.942,5905504.011,1450802.071,3969224.27,3845509.827,5647377.07,1193636.335,3847090.406,4546101.063,5935730.774,"Zm00001d042654_T003","Beta-galactosidase  ","Zm00001d042654",7300282.612,18579494.495,14912913.238,15522558.578
9287248.376,19558858.84,32569242.76,26365239.19,16166856.44,47306776.41,48791053.19,63938144.24,9005291.616,44235610.97,48050744.15,73813344.75,5223571.094,21914239.58,28884407.03,41672754.06,"Zm00001d011034_T004"," dehydroascorbate reductase like1","Zm00001d011034",87780589.166,176202830.28,175104991.486,97694971.764
6827802.087,17592800.42,33860299.28,27317957.71,15158698.64,45285158.75,49120363.95,67644311.7,5896472.678,36997359.52,49164688.84,81636990.06,3216735.316,18402404.46,27665586.84,42356841.65,"Zm00001d033666_T001","Probable plastid-lipid-associated protein 4 chloroplastic","Zm00001d033666",85598859.497,177208533.04,173695511.098,91641568.266
8371281.846,18770931.11,30618043.73,16121037.97,12944932.26,52119006.73,43924336.24,63217852.38,5293765.885,27739428.31,33201610.41,60190911.63,7057415.613,25565368.94,34960656.72,47082595.86,"ZemaCp026.1","rps4","ZemaCp026.1",73881294.656,172206127.61,126425716.235,114666037.133
522360.3731,1073509.882,1509555.186,1159144.501,916589.1149,1992629.384,1938993.018,2443046.493,522739.4087,1965160.04,1966988.24,2553777.823,283425.6151,1086081.68,1475407.224,1789562.076,"Zm00001d011336_T002","UBP1-associated protein 2C","Zm00001d011336",4264569.9421,7291258.0099,7008665.5117,4634476.5951
